name,CAS,LF,Standard,Dyetype,class,properties
"Name:C.I.Acid Orange 67,C.I.14172",CAS Registry Number:12220-06-3,4,ISO,AcidDye,Molecular Structure:  Single azo class,"Properties and Applications: orange. Orange powder. Soluble in water, the water solution is orange. This product used for wool, silk, polyamide fiber dyeing and printing and direct blended fabric dyeing, used for loose hair, tops, silk, washing fastness is a bit poor. This product has a high affinity for neutral, medium light fastness and wet fastness, high fixation rate, good dyeability of flower lid, suitable for polyamide dyed in dark, also suitable for leather coloring."
"Name:C.I.Acid Orange 63,C.I.22870",CAS Registry Number:15792-50-4,4,ISO(wool),AcidDye,Molecular Structure:  Double azo class,"Properties and Applications: orange. Orange powder, soluble in water. In the red for sulfuric acid, precipitation, diluted into old yellow, precipitation disappeared; In nitric acid to orange. The water solution is orange, join hydrochloric acid or sodium hydroxide colour and lustre is dark. Discharge performance is good. Copper ions and chromium in ion colour and lustre is no change, encounter iron ion turn dark colored. This product is mainly used for wool, silk, jin theory and its blended fabric dyeing and printing, the application of good performance"
"Name:C.I.Acid Orange 61,C.I.19320",CAS Registry Number:6408-33-9,4,AATCC,AcidDye,"Molecular Structure:  Single azo,Metal Complexes","Properties and Applications: orange. Used for wool, silk and polyamide fiber dyeing, etc."
"Name:C.I.Acid Orange 60,C.I.18732",CAS Registry Number:30112-70-0,4,AATCC,AcidDye,"Molecular Structure:  Single azo,Metal Complexes","Properties and Applications: dark red light orange. The strong sulfuric acid to yellow. Used for wool, silk and polyamide fiber dyeing and such as direct printing."
"Name:C.I.Acid Orange 56,C.I.22895",CAS Registry Number:6470-20-8,4,ISO,AcidDye,Molecular Structure:  Double azo class,"Properties and Applications: red light orange. Soluble in water for palm orange, soluble in ethanol for gold orange: the strong sulfuric acid for blood-red, diluted for orange brown. The dye solution to join strong hydrochloric acid have orange brown precipitation; Add thick sodium hydroxide solution for orange brown. Used for wool, silk and fiber dyeing and printing directly, also used for paper coating and leather shading."
"Name:C.I.Acid Orange 55,C.I.24765",CAS Registry Number:6459-66-1,4,ISO,AcidDye,Molecular Structure:  Double azo class,"Properties and Applications: red light orange. Soluble in water for palm orange, soluble in ethanol for gold orange. The strong sulfuric acid for blood-red, diluted orange for palm. In aqueous solution is to add strong hydrochloric acid have the red orange precipitation; Add thick sodium hydroxide solution for orange brown. Used for wool, silk fiber dyeing, etc. Also used in paper shading."
"Name:C.I.Acid Orange 52,C.I.13025",CAS Registry Number:547-58-0,,ISO,AcidDye,Molecular Structure:  Single azo class,"Properties and Applications: orange. The strong sulfuric acid for green light yellow, diluted into red orange. The dye solution to join strong hydrochloric acid for orange red; Add thick sodium hydroxide solution for green light yellow."
"Name:C.I.Acid Orange 51,C.I.26550",CAS Registry Number:8003-88-1,4-5,ISO,AcidDye,Molecular Structure:  Single azo class,"Properties and Applications: red light orange. Dark red light orange powder. Soluble in water, ethanol, glycol ether. The strong sulfuric acid dyes for deep blue light green, dilute precipitation after brown; In nitric acid solution for olive, then into amber color. Its water solution for brown, add after strong hydrochloric acid for blu-ray black, with precipitation; Add thick sodium hydroxide solution colour and lustre is unchanged. This product used for wool, silk, polyamide fiber dyeing, also used in wool blended fabric or viscose fabric printing directly. Can also be used in leather, soap color. Dyed hair and scattered over the tops of often used alone."
"Name:C.I.Acid Orange 50,C.I.13150",CAS Registry Number:10214-07-0,4,AATCC,AcidDye,Molecular Structure:  Single azo class,"Properties and Applications: red light orange. Dark red light orange powder. Soluble in water, but soluble in ethanol, glycol ether. The strong sulfuric acid dyes for deep blue light green, diluted into brown precipitation; In nitric acid solution for olive, to green light amber color. Its water solution for brown, add strong hydrochloric acid to blu-ray black, with precipitation; Add thick sodium hydroxide solution colour and lustre is unchanged. Used for wool, silk and polyamide fiber dyeing and such as direct printing, also used in plastic and leather casein of dyeing and paper coating."
"Name:C.I.Acid Orange 49,C.I.23260",CAS Registry Number:61901-37-9,4,ISO,AcidDye,Molecular Structure:  Double azo class,"Properties and Applications: red light orange. Soluble in water for orange, soluble in ethanol and soluble fiber element, insoluble in other organic solvents. The strong sulfuric acid for yellow brown, diluted red orange for. In water solution to join 10% sulfuric acid as red orange; Add 10% sodium hydroxide solution into a dark red light plant color. Used for wool, silk and PVA etc of dyeing and printing fiber directly, also used in leather dyeing."
"Name:C.I.Acid Orange 45,C.I.22195",CAS Registry Number:2429-80-3,3-4,ISO,AcidDye,Molecular Structure:  Double azo class,"Properties and Applications: red light orange. Soluble in water for yellow. The strong sulfuric acid in orange, diluted the same color. The dye solution to join strong hydrochloric acid for product red; With nitric acid product red deepen; Join rare sodium hydroxide solution color obviously becomes shallow. Used for wool, silk and polyvinyl alcohol fibers such as dyeing and direct printing. Also used in leather dyeing and manufacture of organic pigments."
"Name:C.I.Acid Orange 41,C.I.16015",CAS Registry Number:5858-92-4,3,ISO,AcidDye,Molecular Structure:  Single azo class,"Properties and Applications: orange. Soluble in water and ethanol for gold orange. The strong sulfuric acid in red for orange, orange after diluted into gold. The aqueous solution of dyes and strong hydrochloric acid have gold orange precipitation; Add thick sodium hydroxide solution for palm orange."
"Name:C.I.Acid Orange 33,C.I.24780",CAS Registry Number:6507-77-3,3-4,ISO,AcidDye,Molecular Structure:  Double azo class,"Properties and Applications: red light orange. Soluble in water for gold orange, in ethanol has a solubility, orange for gold. The strong sulfuric acid in orange, diluted the same color. Its water solution with hydrochloric acid into orange; Add thick sodium hydroxide solution for yellow brown. Mainly used for wool, silk and polyamide fiber dyeing and printing, also can be used for paper, hemp, sisal, leather and straw dyeing."
"Name:C.I.Acid Orange 31,C.I.15995",CAS Registry Number:5858-89-9,2,AATCC,AcidDye,Molecular Structure:  Single azo class,"Properties and Applications: bright orange. Soluble in water and ethanol for red orange, easily soluble in soluble fiber element. In the strong sulfuric acid to orange for yellow orange after diluted. The dye solution to join 10% sulfuric acid as orange; Add 10% sodium hydroxide solution for orange brown. Used for wool, silk fiber dyeing, etc."
"Name:C.I.Acid Orange 30,C.I.17770",CAS Registry Number:5572-43-0,3,ISO,AcidDye,Molecular Structure:  Single azo class,"Properties and Applications: bright orange. Soluble in water for red orange, soluble in ethanol, easily soluble in soluble fiber element. In the strong sulfuric acid to orange for yellow orange after diluted. Its water solution to join 10% of strong sulfuric acid as orange; Add 10% sodium hydroxide solution into orange brown. Used for wool, silk fiber dyeing, etc. Also used for paper, plastic and leather casein color, also used in organic pigments."
"Name:C.I.Acid Orange 28,C.I.16240",CAS Registry Number:5863-95-6,3-4,ISO,AcidDye,Molecular Structure:  Single azo class,"Properties and Applications: bright orange. Soluble in water and ethanol for gold orange. The strong sulfuric acid for gold in orange, diluted into gold. The aqueous solution of dye with strong hydrochloric acid for gold orange; Add thick sodium hydroxide solution for red light orange brown. Used for wool, silk fiber dyeing etc, also used in leather dyeing."
"Name:C.I.Acid Orange 27,C.I.17750",CAS Registry Number:3443-89-8,1-2,ISO,AcidDye,Molecular Structure:  Single azo class,"Properties and Applications: bright orange. Soluble in water and ethanol for gold orange. The strong sulfuric acid for gold in orange, with golden yellow diluted. In water solution to join strong hydrochloric acid for gold orange; Add thick sodium hydroxide solution for red light orange brown. Used for wool, silk fiber dyeing, etc."
"Name:C.I.Acid Orange 25,C.I.20160",CAS Registry Number:5850-13-5,3,ISO,AcidDye,Molecular Structure:  Double azo class,"Properties and Applications: orange to red light orange. Used for wool, silk fiber dyeing etc, also used in leather dyeing."
"Name:C.I.Acid Orange 24,C.I.20170",CAS Registry Number:1320-07-6,3,ISO,AcidDye,Molecular Structure:  Double azo class,"Properties and Applications: orange to red light orange. Soluble in water and ethanol for yellow light brown. The strong sulfuric acid for orange brown, diluted into gold. Its water solution to join strong hydrochloric acid for yellow brown; Add sodium hydroxide red orange for brown. Used for wool, silk fiber dyeing, etc."
"Name:C.I.Acid Orange 23,C.I.15540",CAS Registry Number:5850-82-8,2-3,ISO,AcidDye,Molecular Structure:  Single azo class,"Properties and Applications: red light orange. Soluble in water and ethanol for yellow light brown. The strong sulfuric acid for orange brown, with golden yellow diluted. In water solution to join strong hydrochloric acid for yellow brown; Add thick sodium hydroxide solution for red light orange brown. Can be used for wool, silk fiber dyeing etc, and can also be used to dye the leather and manufacturing organic pigments."
"Name:C.I.Acid Orange 19,C.I.14690",CAS Registry Number:3058-98-8,3,ISO,AcidDye,Molecular Structure:  Single azo class,"Properties and Applications: red light orange. Soluble in water for palm orange, slightly soluble in ethanol and acetone, insoluble in other organic solvents. The strong sulfuric acid for purple, orange and brown after diluted to appear red purple precipitation. In water solution to join strong hydrochloric acid for orange brown; Add thick sodium hydroxide solution in red. Copper, iron ion in color shade darker. This product used for wool, silk, polyamide fiber and its blended fabric dyeing and printing, also can be used for leather color."
"Name:C.I.Acid Orange 17,C.I.16020",CAS Registry Number:52749-23-2,2-3,ISO,AcidDye,Molecular Structure:  Single azo class,"Properties and Applications: red light orange. Soluble in water for red light yellow. The strong sulfuric acid in orange, dilute appears after the orange precipitation, then yellow solution. In water solution to join hydrochloric acid have orange precipitation, diluted precipitation dissolve; Add sodium hydroxide for yellow brown after. Used for wool, silk fiber dyeing etc, also used in paints and dye paper."
"Name:C.I.Acid Orange 16,C.I.16011",CAS Registry Number:33340-36-2,3,ISO,AcidDye,Molecular Structure:  Single azo class,"Properties and Applications: red light orange. Soluble in water for orange red, soluble in ethanol for orange, insoluble in benzene. The strong sulfuric acid as red, diluted for orange; In nitric acid solution for yellow in red. In water solution to join strong hydrochloric acid for orange red; Add thick sodium hydroxide solution for palm orange. Used for wool, silk fiber dyeing, etc. The dye red light for Barium salt orange, used for paper coating and printing inks."
