index,PSMILES,Eat,Eea,Egb,Egc,Ei,Xc,eps,nc
1101.0,[*]CC([*])OC(=O)c1cccc(Cl)c1,,,,1.7974,,,,
1102.0,[*]CC([*])OC(=O)c1cccnc1,,,,4.7397,,,,
1103.0,[*]CC([*])OC(C)=O,,,5.9373,6.8523,,,,
1104.0,[*]CC([*])OC=O,,,,6.9603,,,,
1105.0,[*]CC([*])OCC(=O)OC,,,,5.3903,,,,
1106.0,[*]CC([*])OCCCCC,,,,5.9056,,,,
1107.0,[*]CC([*])OCCCCCCCCCCCC,,,,5.4919,,,,
1108.0,[*]CC([*])OCCCl,,,,6.0339,,,,
1109.0,[*]CC([*])OCCOc1ccc(C=C(C#N)C(=O)OC)cc1,,,,3.1988,,,,
1110.0,[*]CC([*])OCc1ccccc1,,,,5.0639,,,,
1111.0,[*]CC([*])SC,,,,5.023,,,,
1112.0,[*]CC([*])SCC,,,,4.9086,,,,
1113.0,[*]CC([*])c1c(F)c(F)c(OC)c(F)c1F,,,,4.6291,,,,
1114.0,[*]CC([*])c1c(F)c(F)c(P(=O)(O)O)c(F)c1F,,,,4.4874,,,,
1115.0,[*]CC([*])c1c([2H])c([2H])c([2H])c([2H])c1[2H],,,,2.3297,,,,
1116.0,[*]CC([*])c1cc(Br)ccc1OC(C)C,,,,4.6199,,,,
1117.0,[*]CC([*])c1cc(Br)ccc1OCC,,,,4.458,,,,
1118.0,[*]CC([*])c1cc(Br)ccc1OCCCC,,,,4.5078,,,,
1119.0,[*]CC([*])c1cc(C)ccc1C,,,,4.9137,,,,
1120.0,[*]CC([*])c1cc(C)ccc1F,,,,4.5949,,,,
1121.0,[*]CC([*])c1cc(Cl)ccc1Cl,,,,2.6378,,,,
1122.0,[*]CC([*])c1cc(O)ccc1O,,,,2.0107,,,,
1123.0,[*]CC([*])c1cc(OC)ccc1OC,,,,3.8323,,,,
1124.0,[*]CC([*])c1cc[n+](CCCC)cc1,,,,0.5958,,,,
1125.0,[*]CC([*])c1ccc(C(=O)CCN2CCCCC2)cc1,,,,2.7084,,,,
1126.0,[*]CC([*])c1ccc(C(=O)CCN2CCOCC2)cc1,,,,3.2629,,,,
1127.0,[*]CC([*])c1ccc(C(=O)Cc2ccccc2)cc1,,,,3.6382,,,,
1128.0,[*]CC([*])c1ccc(C(=O)OCC(C)C)cc1,,,4.8032,4.9663,,,,
1129.0,[*]CC([*])c1ccc(C(=O)OCCCCCC)cc1,,,,4.7078,,,,
1130.0,[*]CC([*])c1ccc(C(=O)c2ccccc2)cc1,,,,3.5289,,,,
1131.0,[*]CC([*])c1ccc(C(O)CCN2CCOCC2)cc1,,,,3.8601,,,,
1132.0,[*]CC([*])c1ccc(C)c(C)c1,,,,4.4861,,,,
1133.0,[*]CC([*])c1ccc(C)cc1,,,,,,18.59,,
1134.0,[*]CC([*])c1ccc(C)cc1C,,,,4.8585,,,,
1135.0,[*]CC([*])c1ccc(C)nc1,,,,4.8601,,,,
1136.0,[*]CC([*])c1ccc(C=O)cc1,,,,1.6275,,,,
1137.0,[*]CC([*])c1ccc(CCCCCC)cc1,,,,4.9872,,,,
1138.0,[*]CC([*])c1ccc(CCCCCCCCCCCCCCCC)cc1,,,,5.0097,,,,
1139.0,[*]CC([*])c1ccc(CCl)cc1,,,,3.4202,,,,
1140.0,[*]CC([*])c1ccc(Cl)c(C)c1,,,,4.762,,,,
1141.0,[*]CC([*])c1ccc(Cl)c(Cl)c1,,,,2.3069,,,,
1142.0,[*]CC([*])c1ccc(Cl)c([N+](=O)[O-])c1,,,,1.4833,,,,
1143.0,[*]CC([*])c1ccc(F)cc1,,,,2.0489,,,,
1144.0,[*]CC([*])c1ccc(O)cc1,,,,,,11.0,,
1145.0,[*]CC([*])c1ccc(S(=O)(=O)O)cc1,,,,3.2569,,11.0,,
1146.0,[*]CC([*])c1ccc2c(c1)OCO2,,,,4.4057,,,,
1147.0,[*]CC([*])c1ccc2ccccc2c1,,,,3.6351,,,,
1148.0,[*]CC([*])c1cccc(C)c1,,,,5.185,,,,
1149.0,[*]CC([*])c1cccc(C)n1,,,,5.0497,,,,
1150.0,[*]CC([*])c1cccc2c1OCO2,,,,4.5452,,,,
1151.0,[*]CC([*])c1ccccc1,,,,,,27.37,,
1152.0,[*]CC([*])c1ccccc1C(=O)OC,,,,5.0713,,,,
1153.0,[*]CC([*])c1ccccc1Cl,,,,2.4139,,,,
1154.0,[*]CC([*])c1cccs1,,,,1.7879,,,,
1155.0,[*]CC([*])c1ccncc1,,,,2.5368,,,,
1156.0,[*]CC([*])c1nc(C)nc(C)n1,,,,5.2445,,,,
1157.0,[*]CC([*])c1nc(N)nc(N)n1,,,,5.2767,,,,
1158.0,[*]CC([*])n1c(C)c(C)c2ccccc21,,,,2.733,,,,
1159.0,[*]CC([*])n1c2ccc(I)cc2c2cc(I)ccc21,,,,2.9408,,,,
1160.0,[*]CC([*])n1c2ccccc2c2ccccc21,,,,4.0449,,,,
1161.0,[*]CC([*])n1cc2ccccc2n1,,,,3.7572,,,,
1162.0,[*]CC([*])n1ccc2ccccc21,,,,1.6204,,,,
1163.0,[*]CC([*])n1ccnc1,,,,4.8897,,,,
1164.0,[*]CC([*])n1cncn1,,,,3.4207,,,,
1165.0,[*]CC([*])n1nnc2ccccc21,,,,4.0479,,,,
1166.0,[*]CC(c1ccccc1)C1C(=O)N(c2ccc(C(=O)Oc3ccc(C=O)cc3)cc2)C(=O)C1[*],,,,4.2954,,,,
1167.0,[*]CC(c1ccccc1)C1C(=O)OC(=O)C1[*],,,,5.3123,,,,
1168.0,[*]CC1(C)CC(CC2(C)CC(N3C(=O)N4C(c5ccc(OC)cc5)N([*])C(=O)N4C3c3ccc(OC)cc3)CC(C)(C)C2)CC(C)(C)C1,,,,4.8726,,,,
1169.0,[*]CC1(C)CC(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)CC(C)(C)C1,,,,3.6926,,,,
1170.0,[*]CC1(C)CC([*])(C)C(=O)OC1=O,,,,6.0049,,,,
1171.0,[*]CC1(CO[*])CC2C=CC1C2,,,,5.6096,,,,
1172.0,[*]CC1(CO[*])CC2CCC1CC2,,,,5.9128,,,,
1173.0,[*]CC1(CO[*])CC=CCC1,,,,5.5732,,,,
1174.0,[*]CC1(CO[*])CCC(C)CC1,,,,5.8565,,,,
1175.0,[*]CC1([*])CCCCC1,,,7.3387,6.3291,,,,
1176.0,[*]CC1CC(CNC(=O)c2cccc(C(=O)N[*])c2)CC(C(C)(C)C)C1,,,,4.8842,,,,
1177.0,[*]CC1CC([*])C(=O)OC1=O,,,,6.1563,,,,
1178.0,[*]CC1CC([*])CC(O)C1,,,,6.4795,,,,
1179.0,[*]CC1CC([*])CN(c2nc(N)nc(N)n2)C1,,,,5.1254,,,,
1180.0,[*]CC1CC([*])OC(C)O1,,,,6.0468,,,,
1181.0,[*]CC1CC([*])OC(CCC)O1,,,,6.3958,,,,
1182.0,[*]CC1CC([*])OCO1,,,,6.5995,,,,
1183.0,[*]CC1CC1CNC(=O)C1CC1C(=O)N[*],,,5.6374,,,,,
1184.0,[*]CC1CC1COC(=O)NC1CC1NC(=O)O[*],,,,6.5515,,,,
1185.0,[*]CC1CC1COC(=O)NCCCCCCNC(=O)O[*],,,,6.2321,,,,
1186.0,[*]CC1CC1COC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,,,4.7181,,,,,
1187.0,[*]CC1CC1COC(=O)c1cccc(C(=O)O[*])c1,,,4.4908,5.0466,,,,
1188.0,[*]CC1CC1CO[*],,,6.9566,5.9176,,,,
1189.0,[*]CC1CCC(CNC(=O)CCCC(=O)N[*])CC1,,,,6.0036,,,,
1190.0,[*]CC1CCC(CNC(=O)CCCCCC(=O)N[*])CC1,,,5.2823,5.787,,,,
1191.0,[*]CC1CCC(CNC(=O)CCCCCCC(=O)N[*])CC1,,,,5.8707,,,,
1192.0,[*]CC1CCC(CNC(=O)CCCCCCCC(=O)N[*])CC1,,,,5.7062,,,,
1193.0,[*]CC1CCC(CNC(=O)CCCCCCCCC(=O)N[*])CC1,,,,5.7331,,,,
1194.0,[*]CC1CCC(CNC(=O)CCCCCCCCCCC(=O)N[*])CC1,,,,5.9594,,,,
1195.0,[*]CC1CCC(CNC(=O)c2cc(C(=O)N[*])cc(C(C)(C)C)c2)CC1,,,5.1615,4.8744,,,,
1196.0,[*]CC1CCC(CNC(=O)c2cccc(C(=O)N[*])c2)CC1,,,,4.9032,,,,
1197.0,[*]CC1CCC(COC(=O)C(=O)O[*])CC1,,,,5.4765,,,,
1198.0,[*]CC1CCC(COC(=O)C2CCC(C(=O)O[*])CC2)CC1,,,6.4924,6.6637,,,,
1199.0,[*]CC1CCC(COC(=O)CCC(=O)O[*])CC1,,,,6.5939,,,,
1200.0,[*]CC1CCC(COC(=O)CCCC(=O)O[*])CC1,,,,6.7305,,,,
1201.0,[*]CC1CCC(COC(=O)CCCCC(=O)O[*])CC1,,,,6.7775,,,,
1202.0,[*]CC1CCC(COC(=O)CCCCCC(=O)O[*])CC1,,,,6.6349,,,,
1203.0,[*]CC1CCC(COC(=O)CCCCCCC(=O)O[*])CC1,,,,6.828,,,,
1204.0,[*]CC1CCC(COC(=O)CCCCCCCC(=O)O[*])CC1,,,,6.8523,,,,
1205.0,[*]CC1CCC(COC(=O)CCCCCCCCC(=O)O[*])CC1,,,,6.7673,,,,
1206.0,[*]CC1CCC(COC(=O)CCCCCCCCCCC(=O)O[*])CC1,,,,6.723,,,,
1207.0,[*]CC1CCC(COC(=O)Cc2ccc(CC(=O)O[*])cc2)CC1,,,,5.3094,,,,
1208.0,[*]CC1CCC(COC(=O)NCCSCCCCCSCCNC(=O)O[*])CC1,,,5.4414,5.2578,,,,
1209.0,[*]CC1CCC(COC(=O)NCCSCCCSCCNC(=O)O[*])CC1,,,5.0712,5.5784,,,,
1210.0,[*]CC1CCC(COC(=O)O[*])CC1,,,,6.8655,,,,
1211.0,[*]CC1CCC(COC(=O)c2ccc(NC(=O)O[*])cc2)CC1,,,,4.5441,,,,
1212.0,[*]CC1CCC(COC(C)OC(=O)c2cccc(C(=O)OC(C)O[*])c2)CC1,,,,4.9396,,,,
1213.0,[*]CC1CCC(COCO[*])CC1,,,,6.4282,,,,
1214.0,[*]CC1CCC([*])C1,,,7.9703,6.9613,,,,
1215.0,[*]CC1CCCC(CC(=O)N[*])C1,,,,6.0189,,,,
1216.0,[*]CC1CCCC(CNC(=O)CCCCC(=O)N[*])C1,,,,,,5.67,,
1217.0,[*]CC1CCCC(CNC(=O)CCCCCCC(=O)N[*])C1,,,,5.9323,,,,
1218.0,[*]CC1CCCC(CNC(=O)CCCCCCCCCCC(=O)N[*])C1,,,,5.83,,,,
1219.0,[*]CC1CCCC(CNC(=O)c2cccc(C(=O)N[*])c2)C1,,,,4.8123,,,,
1220.0,[*]CC=CCNC(=O)CCC=CCCC(=O)N[*],,,,5.3865,,,,
1221.0,[*]CC=CCOC(=O)CCCCCCCCC(=O)O[*],,,,6.002,,,,
1222.0,[*]CC=CCOC(=O)NCCCCCCNC(=O)O[*],,,,5.7218,,,,
1223.0,[*]CCC(=O)C(=S)[*],-5.61,3.1911,1.8131,3.2378,6.4199,,4.76,1.9627
1224.0,[*]CCC(=O)C(C=C1)=CC=C1[*],-6.05,2.3583,3.6964,4.5077,6.8635,,3.81,1.8245
1225.0,[*]CCC(=O)C(S1)=CC=C1[*],-5.9,2.6933,3.1093,3.959,6.6564,,4.12,1.8757
1226.0,[*]CCC(=O)N(CCN(C(=O)CCN1CCN([*])CC1)C(C)C)C(C)C,,,,4.3463,,,,
1227.0,[*]CCC(=O)N([*])C,,,,5.368,,,,
1228.0,[*]CCC(=O)NCC(=O)N[*],,,,6.1234,,,,
1229.0,[*]CCC(=O)NCc1c(C)c(C)c(CNC(=O)CCO[*])c(C)c1C,,,,5.3036,,,,
1230.0,[*]CCC(=O)N[*],-5.69,1.1904,6.2028,5.6558,6.8452,,3.61,1.7036
1231.0,[*]CCC(=O)OC(=O)CC(C=C1)=CC=C1C(C=C2)=CC=C2[*],-6.14,1.5387,,,6.1951,,3.47,1.7345
1232.0,[*]CCC(=O)OC(=O)CCC1CCC([*])O1,,,,5.5098,,,,
1233.0,[*]CCC(=O)OC(=O)CCc1ccc([*])o1,,,,4.5192,,,,
1234.0,[*]CCC(=O)OC(=O)CCc1ccc([*])s1,,,,4.6241,,,,
1235.0,[*]CCC(=O)OCCCC=CCCCOC(=O)CCC1NC(=O)C([*])NC1=O,,,,5.8952,,,,
1236.0,[*]CCC(=O)OCCOC(=O)CCN1CCN([*])CC1,,,,5.0863,,,,
1237.0,[*]CCC(=O)O[*],-5.73,0.7562,6.684,7.0337,7.7853,45.00978462,3.39,1.6631
1238.0,[*]CCC(=O)Oc1ccc(OC(=O)CCN2CCN([*])C(C)C2)cc1,,,,4.6472,,,,
1239.0,[*]CCC(=S)O[*],-5.34,2.069,3.8308,4.1442,6.2041,,3.71,1.8214
1240.0,[*]CCC(C#N)CC(C)=C([*])C,,,,5.2759,,,,
1241.0,[*]CCC(C(=O)OC)C([*])C(=O)OC,,,6.3252,6.6384,,,,
1242.0,[*]CCC(C)(C)CC(C)CNC(=O)CCCCC(=O)N[*],,,,5.8095,,,,
1243.0,[*]CCC(C)(C)CC(C)COC(=O)CCCCC(=O)O[*],,,,6.7293,,,,
1244.0,[*]CCC(C)=C([*])C,,,,4.9429,,,,
1245.0,[*]CCC(C)=C([*])Cl,,,,5.0263,,,,
1246.0,[*]CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N[*])c1,,,4.7199,4.994,,,,
1247.0,[*]CCC(C)C([*])(C)C(=O)OC,,,,6.5856,,,,
1248.0,[*]CCC(C)C([*])C,,,,6.6781,,,,
1249.0,[*]CCC(C)CC(=O)O[*],,,6.7489,6.826,,,,
1250.0,[*]CCC(C)CCC(=O)N[*],,,,5.8159,,,,
1251.0,[*]CCC(C)CCOC(=O)CCCCC(=O)O[*],,,,6.7005,,,,
1252.0,[*]CCC(C)CO[*],,,,6.1714,,,,
1253.0,[*]CCC(C)O[*],,,,6.0172,,,,
1254.0,[*]CCC(C)O[Si](C)(C)O[*],,,,6.1806,,,,
1255.0,[*]CCC(C=C1)=CC=C1C(=S)[*],-5.87,3.1161,2.7697,2.742,5.8549,,3.9,1.9173
1256.0,[*]CCC(C=C1)=CC=C1C(S2)=CC=C2[*],-5.98,1.6982,2.9495,3.7098,5.4079,,3.75,1.9106
1257.0,[*]CCC(C=C1)=CC=C1O[*],-5.89,0.7536,4.052,4.9179,5.6727,,3.46,1.7865
1258.0,[*]CCC(Cl)=C([*])Cl,,,,5.2834,,,,
1259.0,[*]CCC(Cl)C([*])C,,,,6.7613,,,,
1260.0,[*]CCC(Cl)C([*])Cl,,,6.4523,6.5471,,,,
1261.0,[*]CCC(F)(F)C([*])(F)Cl,,,7.4828,7.738,,,,
1262.0,[*]CCC(F)(F)C([*])(F)F,-5.21,0.4489,9.1316,8.6882,9.0178,43.69,3.08,1.5774
1263.0,[*]CCC(O[*])(C(F)(F)F)C(F)(F)F,-5.18,0.4911,8.3878,7.6175,8.3643,,3.05,1.5724
1264.0,[*]CCC(S1)=CC=C1C(=S)[*],-5.69,3.3272,2.295,2.6244,5.9475,,4.38,2.0043
1265.0,[*]CCC(S1)=CC=C1C(S2)=CC=C2[*],-5.86,1.9411,2.7315,3.23,5.1709,,3.82,1.9248
1266.0,[*]CCC(S1)=CC=C1O[*],-5.67,0.6627,4.1608,4.8828,5.5608,,3.63,1.7996
1267.0,[*]CCC([*])=O,,,,5.3275,,93.5,,
1268.0,[*]CCC([*])O,,,,6.3158,,,,
1269.0,[*]CCC([2H])C([*])([2H])C,,,,6.8414,,,,
1270.0,[*]CCC(c1ccccc1)C([*])c1ccccc1,,,,5.4001,,,,
1271.0,[*]CCC1C(=O)N(CCCCCCCCCCCC)C(=O)C1[*],,,,,,5.94,,
1272.0,[*]CCC1C(=O)N(CCCCCCCCCCCCCCCC)C(=O)C1[*],,,,,,8.58,,
1273.0,[*]CCC1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1[*],,,,,,3.16,,
1274.0,[*]CCC1CC(=O)N([*])C1=O,,,,6.0041,,,,
1275.0,[*]CCC1CC([*])C2C3CC(C12)C(C)(C(=O)OC)C3,,,,6.4636,,,,
1276.0,[*]CCC1CC([*])C2C3CC(CC)C(C3)C12,,,7.528,6.6502,,,,
1277.0,[*]CCC1CC([*])C2C3CCC(C3)C12,,,,,,10.18,,
1278.0,[*]CCC1CC([*])C2CCCC12,,,7.4997,6.7838,,23.26,,
1279.0,[*]CCC1CCC([*])C1,,,7.9915,7.1099,,23.52,,
1280.0,[*]CCC1CN(C(C)(C)C)C(=O)C1[*],,,,5.4772,,,,
1281.0,[*]CCC=C([*])C,,,,5.3639,,52.26,,
1282.0,[*]CCC=C([*])Cl,,,,5.461,,90.11,,
1283.0,[*]CCCC(=O)NCCCCCCNC(=O)CCCO[*],,,,5.652,,,,
1284.0,[*]CCCC(=O)NCCCCCOCCCCCNC(=O)CCCO[*],,,,5.8594,,,,
1285.0,[*]CCCC(=O)N[*],,,,5.5236,,38.13,,
1286.0,[*]CCCC(=O)O[*],,,,6.7691,,,,
1287.0,[*]CCCC(=O)[*],-5.52,1.2346,5.13,5.3982,6.6298,,3.27,1.6556
1288.0,[*]CCCC(=S)[*],-5.22,2.3997,2.9464,3.3942,5.7881,,3.29,1.7702
1289.0,[*]CCCC(C)(C)CNC(=O)CCCCC(=O)N[*],,,,5.8218,,,,
1290.0,[*]CCCC(C)(C)CNC(=O)CCCCCCCCC(=O)N[*],,,,5.8198,,,,
1291.0,[*]CCCC(C)(C)CNC(=O)c1cccc(C(=O)N[*])c1,,,,5.0204,,,,
1292.0,[*]CCCC(C)CC(=O)N[*],,,,6.0894,,,,
1293.0,[*]CCCC(C)CCC(=O)N[*],,,,5.9091,,,,
1294.0,[*]CCCC(C)CCC(=O)O[*],,,,6.54,,,,
1295.0,[*]CCCC(C)CNC(=O)c1ccc(C(=O)N[*])cc1,,,,,,27.74,,
1296.0,[*]CCCC(C)O[Si](C)(C)O[*],,,,6.2127,,,,
1297.0,[*]CCCC(C=C1)=CC=C1[*],-5.78,0.9937,4.7657,4.9932,5.9933,,3.14,1.7489
1298.0,[*]CCCC(CCNC(=O)c1ccc(C(=O)N[*])cc1)C(C)C,,,,4.6978,,,,
1299.0,[*]CCCC(Cl)C([*])Cl,,,,6.8622,,,,
1300.0,[*]CCCC(S1)=CC=C1[*],-5.57,0.9489,4.2755,4.7481,5.6976,,3.2,1.7538
1301.0,[*]CCCC([*])(C)Cl,,,,6.5311,,,,
1302.0,[*]CCCC([*])C,,,,7.1052,,,,
1303.0,[*]CCCC([*])C#N,,,7.4859,7.8211,,,,
1304.0,[*]CCCC([*])Cl,,,,6.9806,,,,
1305.0,[*]CCCC1(C)CCN(C(=O)CCC(=O)N2CCC([*])(C)CC2)CC1,,,,5.3334,,,,
1306.0,[*]CCCC1CC(=O)N([*])C(=O)C1,,,,5.8014,,,,
1307.0,[*]CCCC1CCN(C(=O)Nc2ccc(Cc3ccc(NC(=O)N4CCC([*])CC4)cc3)cc2)CC1,,,,4.6275,,,,
1308.0,[*]CCCC1CCN(C(=O)SSCCCCSSC(=O)N2CCC([*])CC2)CC1,,,4.297,5.001,,,,
1309.0,[*]CCCC1CCN(SC(=O)OCCCCCCOC(=O)SN2CCC([*])CC2)CC1,,,,4.484,,,,
1310.0,[*]CCCCC(=O)NCCCCCCC(=O)NCCC(=O)N[*],,,,5.7097,,,,
1311.0,[*]CCCCC(=O)NCCCCCCNC(=O)CCCCO[*],,,,5.8826,,,,
1312.0,[*]CCCCC(=O)NCCCCCCNC(=O)CCCO[*],,,,5.9543,,,,
1313.0,[*]CCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO[*],,,,5.536,,,,
1314.0,[*]CCCCC(=O)N[*],,,,5.9658,,,,
1315.0,[*]CCCCC(=O)O[*],,,,6.623,,44.85,,
1316.0,[*]CCCCC(C)CC(=O)N[*],,,,6.0469,,,,
1317.0,[*]CCCCC(C)CCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,,,,3.7606,,,,
1318.0,[*]CCCCC(Cl)(Cl)C(=O)N[*],,,,5.9727,,,,
1319.0,[*]CCCCC(N)C(=O)N[*],,,,5.746,,,,
1320.0,[*]CCCCCC(=O)NCCCCCCNC(=O)CCCCCOC(=O)CCCCC(=O)O[*],,,,5.9182,,,,
1321.0,[*]CCCCCC(=O)NCCCCCCNC(=O)CCCCCO[*],,,,5.7609,,,,
1322.0,[*]CCCCCC(=O)NCCCCCCNC(=O)CCCCO[*],,,,5.8874,,,,
1323.0,[*]CCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO[*],,,,5.905,,,,
1324.0,[*]CCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO[*],,,,5.841,,,,
1325.0,[*]CCCCCC(=O)NCCNC(=O)CCCCCOC(=O)CCCCC(=O)O[*],,,,5.9333,,,,
1326.0,[*]CCCCCC(=O)NCCOC(=O)CCCCC(=O)O[*],,,,6.3289,,,,
1327.0,[*]CCCCCC(=O)NCc1ccc(CNC(=O)CCCCCO[*])cc1,,,,5.243,,,,
1328.0,[*]CCCCCC(=O)NCc1ccc(CNC(=O)CCCCO[*])cc1,,,,5.142,,,,
1329.0,[*]CCCCCC(=O)N[*],,,,5.9862,,35.23,,
1330.0,[*]CCCCCC(=O)O[*],-5.44,0.5062,7.0558,6.6614,7.458,44.91891622,3.12,1.6432
1331.0,[*]CCCCCC(=O)S[*],,,5.0001,5.3869,,,,
1332.0,[*]CCCCCC([*])C,,,,7.1803,,,,
1333.0,[*]CCCCCC([*])CC,,,,6.7743,,,,
1334.0,[*]CCCCCC([*])CCCCCCCCCCCCCC,,,,6.895,,,,
1335.0,[*]CCCCCCC(=O)NCCCCCCNC(=O)CCCCCCO[*],,,,5.7692,,,,
1336.0,[*]CCCCCCC(=O)NCCCCCCNC(=O)CCCO[*],,,,5.9827,,,,
1337.0,[*]CCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO[*],,,,5.8614,,,,
1338.0,[*]CCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO[*],,,,5.944,,,,
1339.0,[*]CCCCCCC(=O)N[*],-5.39,0.6934,5.9361,6.0436,6.5849,25.57,3.34,1.6565
1340.0,[*]CCCCCCC(=O)O[*],,,,6.5222,,40.25,,
1341.0,[*]CCCCCCC(Cl)C([*])Cl,,,6.7965,6.8762,,,,
1342.0,[*]CCCCCCCC(=O)N([*])C,,,,5.5443,,,,
1343.0,[*]CCCCCCCC(=O)N[*],,,,6.0401,,48.41,,
1344.0,[*]CCCCCCCC(=O)OC1COC([*])OC1,,,,6.6422,,,,
1345.0,[*]CCCCCCCC(=O)OCC1COC([*])O1,,,,6.6417,,,,
1346.0,[*]CCCCCCCC(=O)O[*],,,,6.6609,,44.53,,
1347.0,[*]CCCCCCCC([*])C,,,,,,31.47,,
1348.0,[*]CCCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCCO[*],,,,5.8982,,,,
1349.0,[*]CCCCCCCCC(=O)NCCCCCCNC(=O)CCCCO[*],,,,5.7863,,,,
1350.0,[*]CCCCCCCCC(=O)NCCCCCCNC(=O)CCCO[*],,,,5.9837,,,,
1351.0,[*]CCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO[*],,,,5.8271,,,,
1352.0,[*]CCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO[*],,,,5.9383,,,,
1353.0,[*]CCCCCCCCC(=O)N[*],,,,6.101,,,,
1354.0,[*]CCCCCCCCC(=O)O[*],,,,6.4657,,41.41,,
1355.0,[*]CCCCCCCCC(Cl)C([*])Cl,,,,6.9929,,,,
1356.0,[*]CCCCCCCCC([*])Cl,,,6.86,6.9974,,,,
1357.0,[*]CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)C(=O)O[*],,,,3.7823,,,,
1358.0,[*]CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCC(=O)O[*],,,,5.3773,,,,
1359.0,[*]CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCC(=O)O[*],,,,5.4365,,,,
1360.0,[*]CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCCCC(=O)O[*],,,,5.4734,,,,
1361.0,[*]CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCCCCCC(=O)O[*],,,,5.4028,,,,
1362.0,[*]CCCCCCCCCC(=O)N[*],,,,6.1321,,,,
1363.0,[*]CCCCCCCCCC(=O)O[*],,,,6.6843,,50.94,,
1364.0,[*]CCCCCCCCCCC(=O)N([*])C,,,,5.7405,,,,
1365.0,[*]CCCCCCCCCCC(=O)NCC(=O)N[*],,,,6.0226,,,,
1366.0,[*]CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCCO[*],,,,5.9843,,,,
1367.0,[*]CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCO[*],,,,6.0291,,,,
1368.0,[*]CCCCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO[*],,,,5.6858,,,,
1369.0,[*]CCCCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO[*],,,,5.4741,,,,
1370.0,[*]CCCCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO[*])cc1,,,,5.2644,,,,
1371.0,[*]CCCCCCCCCCC(=O)N[*],,,,6.0098,,24.27,,
1372.0,[*]CCCCCCCCCCC(=O)O[*],,,,6.8465,,48.08,,
1373.0,[*]CCCCCCCCCCC(Cl)C([*])Cl,,,,7.2165,,,,
1374.0,[*]CCCCCCCCCCCC(=O)N([*])C,,,,5.8019,,,,
1375.0,[*]CCCCCCCCCCCC(=O)NCC(=O)N[*],,,,6.1662,,,,
1376.0,[*]CCCCCCCCCCCC(=O)N[*],,,,6.0986,,46.0,,
1377.0,[*]CCCCCCCCCCCC(=O)O[*],,,6.8377,6.7916,,59.84,,
1378.0,[*]CCCCCCCCCCCCC(=O)N[*],,,,6.0892,,,,
1379.0,[*]CCCCCCCCCCCCC(=O)O[*],,,,6.7386,,74.44953187,,
1380.0,[*]CCCCCCCCCCCCCC(=O)O[*],,,,6.7839,,,,
1381.0,[*]CCCCCCCCCCCCCCC(=O)O[*],,,,6.9774,,60.3,,
1382.0,[*]CCCCCCCCCCCCCCC([*])Cl,,,,7.2258,,10.35,,
1383.0,[*]CCCCCCCCCCCCCCCC(=O)O[*],,,,6.7798,,,,
1384.0,[*]CCCCCCCCCCCCCCCCC(=O)N[*],,,,6.0239,,,,
1385.0,[*]CCCCCCCCCCCCCCCCCC(=O)N[*],,,,6.0841,,,,
1386.0,[*]CCCCCCCCCCCCCCCCCCCCC([*])COCCOCCOCCOCCOCCCCCCCCCCCCCC,,,,,,28.0,,
1387.0,[*]CCCCCCCCCCCCCCCCCCCCC([*])COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34,,,,,,13.63,,
1388.0,[*]CCCCCCCCCCCCCCCCCCCCC([*])Cl,,,,7.136,,41.96,,
1389.0,[*]CCCCCCCCCCCCCCCCCCCCCC(=O)N[*],,,,5.9891,,,,
1390.0,[*]CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCC(=O)O[*],,,,6.6006,,,,
1391.0,[*]CCCCCCCCCCCCCCCCCCCCOC(=O)C(=O)O[*],,,,5.2426,,,,
1392.0,[*]CCCCCCCCCCCCCCCCCCCCOC(=O)C1CCC(C(=O)O[*])CC1,,,,6.484,,,,
